customer_id,signup_date,age,income,balance,tenure_months,transactions_30d,avg_order_value,days_since_last_login,credit_score,city,region,channel,device,device_model,plan_type,merchant_category,signup_source,postal_code,merchant_id,product_sku,notes,fraud_flag,risk_review_score,account_frozen,income_usd,monthly_spend,credit_score_bucket_num,branch_code,error_code,noise_0,noise_1,noise_2,noise_3,noise_4,row_hash
CUST-006212,2021-06-04,42.0,56258.351186251115,,25.0,12.0,31.87429380271135,11.612413584803008,613.7817236261137,Tehran,east,branch,android,M486-X13,silver,fashion,ad,50737,MCH-737458,SKU-460077,new device,0,0.17335582310818534,0,1.3655424875337137,369.16770673193395,600.0,250,101,0.0989678242355581,0.8678366896603992,-0.01565548750342279,0.18847074360571675,-0.4994323114464931,3627291526
CUST-006131,2023-01-22,40.0,21562.690461480815,6584.182613982475,26.0,22.0,60.33541966118449,11.618259162189808,642.3930178925523,Qom,central,web,macos,M140-B27,basic,education,ad,30734,MCH-584759,SKU-777599,verified,0,0.145206035528962,0,0.6029474042814035,1342.141791560712,600.0,138,0,-0.9055543339454043,0.5684033443798044,-0.051950047385271245,0.05084483639028163,-0.9200951131253214,1556225744
CUST-005366,2021-09-30,55.0,16175.919592251064,,31.0,28.580698283034813,128.42706606766586,23.926642749043367,602.5115760586831,Kermanshah,central,web,android,M271-A35,basic,gaming,ad,37930,MCH-298381,SKU-557589,manual review,1,0.8890086417306992,1,0.9374016620175254,3642.302185510407,600.0,265,101,1.7016812323731785,0.542330800667934,-0.2579278220355116,0.4570091173698909,0.6038450823426145,1641747394
CUST-000252,2024-02-01,35.0,56697.86387591425,27323.94145996077,,18.0,71.59812475949191,2.3181566793209267,807.12730133535,shiraz,None,mobile,ios,M570-C23,basic,automotive,ad,27909,MCH-813377,SKU-523198,ok,0,0.0,0,1.087221757590864,1353.9375124487983,800.0,129,0,0.9028985802941225,0.31515949479505806,0.38388072056474815,-1.08522187348369,0.09936787389843263,6114962750
CUST-004881,2023-12-20,,82696.21295795869,-1725.0065065314593,26.0,16.0,58.2290898446446,7.909034638083613,682.4242180143336,Kermanshah,None,mobile,android,M969-B11,silver,luxury,referral,21792,MCH-653102,SKU-956211,,0,0.12265923467458012,0,1.6434437535243822,900.8427898221234,650.0,235,0,-0.599056462023158,1.6635568934197698,-0.4662347505319109,0.25456646436342534,-0.45373712226378954,5422622136
CUST-008010,2021-01-10,18.0,32306.571990691038,8781.751009427653,28.0,22.0,,2.511448149442829,611.6433828684499,Kermanshah,central,branch,ios,M580-A25,gold,grocery,ad,37560,MCH-125193,SKU-563989,new device,0,0.028906792994307984,0,1.4189138535819321,,600.0,143,0,-1.0480034604650263,0.694061170745436,-0.13607825515513988,-0.6876416735237625,0.5439640216437162,3380063452
CUST-001189,2023-10-14,,15000.0,26966.67516947978,23.0,14.0,96.57901260886726,3.213896953162806,653.8113182255823,Arak,north,None,windows,M977-A11,gold,food,ad,85883,MCH-181846,SKU-978641,ok,0,0.12381380850098604,0,-0.345900663791273,1220.2820179375212,650.0,230,0,0.0247379699025797,0.022952030440025792,1.071473626198233,-1.596110100390497,-2.1373154913260883,5073200644
CUST-007653,2024-09-10,,17087.147888974116,30354.6386268311,33.0,25.0,71.45464309357399,8.257919315554267,614.7132340621365,Arak,central,None,macos,M583-Z67,silver,health,organic,58759,MCH-675022,SKU-824797,manual review,0,0.08817276505331387,0,1.1551613243283485,1624.4938741392,600.0,282,0,0.9860093213218328,-1.6149020940872574,-1.1638263636862742,-0.02328851239878733,-0.5427678249367986,5347177971
CUST-000389,2025-11-09,41.0,47962.53296061458,27344.207625936077,26.0,16.0,100.70655081410509,5.136356358810123,743.8073670193443,Mashhad,central,web,android,M241-B60,basic,education,affiliate,27687,MCH-516811,SKU-440772,ok,0,0.20768445592204554,0,1.6707636750913184,1528.2553493730438,700.0,154,0,-0.22967380025762393,1.2691185189199465,-1.3876927221220978,-0.4455842035546103,0.5158729449668243,7857669459
CUST-001319,2025-09-17,29.0,61584.174966295206,,24.0,14.0,20.46326450111254,26.843133103218257,551.3474389254694,Tehran,north,web,android,M602-C13,basic,grocery,ad,54353,MCH-158865,SKU-196412,ok,0,0.2634999113815376,0,1.457542906462564,275.6772437731387,550.0,263,0,1.529536053699504,0.7985816224136268,0.7603656858442575,0.8510673036815477,0.7268675181022808,8070683057
CUST-004657,2023-04-11,18.0,26176.316431352665,17482.1371642252,23.0,16.0,29.645311498215303,43.22582305415942,627.5282910974786,Shiraz,None,web,ios,M412-X49,basic,electronics,organic,27854,MCH-234142,SKU-614432,ok,0,0.11204640295167202,0,0.4381829914594181,450.9741494373806,600.0,161,0,-0.6786319172064188,-0.4489416027995925,0.020554425318651648,-0.9907114602404294,-0.42354340595728296,1218248146
CUST-000304,2024-12-30,42.0,17060.742135004544,-2404.6643889689894,27.0,15.0,47.03380589006659,25.814800031859072,667.0163388824359,Qazvin,west,branch,linux,M726-B11,basic,fashion,referral,68205,MCH-606985,SKU-549327,new device,0,0.22330555106465177,1,0.192277397962725,743.1159449046529,650.0,151,404,-1.8507168406477978,-0.9420830177981143,-0.7662014242233541,-1.4761021608543192,-0.15283813362363585,4553200680
CUST-007014,2022-10-25,58.0,15000.0,30914.470411750117,40.0,26.0,53.78321817619875,32.51894814523994,655.9198132984008,Yazd,west,mobile,android,M189-A23,basic,fashion,referral,77643,MCH-457466,SKU-404528,verified,0,0.16929381383187436,0,0.5510748089009889,1471.102910683103,650.0,222,101,2.3482574144732755,0.1586515079233761,-1.4121853141126495,0.32037468724538587,0.0064426287874030114,2334289669
CUST-004113,2025-04-27,45.0,16770.211632328428,29561.768366740736,24.0,21.0,87.84361441882433,9.821369999232962,753.4796857250599,Qazvin,central,partner,macos,M696-B43,basic,grocery,affiliate,58234,MCH-324765,SKU-407355,verified,0,0.14003595193671448,0,-0.05062758930165223,1869.8537154148569,750.0,281,0,-0.7136877181245297,1.3796468967824491,0.733852531820892,0.8185762597273771,-0.4995608845634322,3745739898
CUST-009774,2024-10-20,47.0,49890.65729267681,19932.52820415924,30.0,16.0,148.35329499302088,,748.2574414847143,Qazvin,central,web,windows,M743-B46,silver,health,organic,47198,MCH-779046,SKU-495660,new device,0,0.18916528889413656,0,1.4999204655679732,2505.5610453745335,700.0,167,0,-2.1881021542469106,-0.37187212344442905,0.7239421677137726,0.5563188138478145,-0.036911194298404386,7424733660
CUST-002276,2021-03-01,25.0,76366.7462654886,25646.533693604437,30.0,20.0,223.6343936931063,0.9218859549690166,632.26217301684,Arak,central,web,windows,M639-B22,basic,food,organic,,MCH-202172,SKU-208808,suspicious pattern,0,0.20671493300982047,0,1.7280928245370097,4377.36107054473,600.0,267,0,-1.1701033772560858,-0.32061942117126757,0.07238026027895934,-0.868025478307199,-1.4321558815400983,4820268729
CUST-009124,2025-06-03,41.0,15000.0,26201.503057079717,,16.0,113.3499048411037,10.630753063200522,578.8176050831939,Qom,south,web,android,M108-B62,silver,gaming,organic,42461,MCH-520652,SKU-290237,coupon applied,0,0.2629830655626229,0,0.7345844207422041,1906.2105655525736,550.0,190,101,-0.9459973803920902,0.861483023102476,0.28499299507724085,-0.17666681561905945,0.18249785164832244,7435496030
CUST-003397,2024-10-17,29.0,38682.55948576448,15008.243962765373,26.0,20.0,13.628540425578413,68.78739843151237,727.7650303744348,Qazvin,south,mobile,android,M906-A48,basic,electronics,referral,88170,MCH-536337,SKU-179900,ok,0,0.022893587989605252,0,0.4633854767942071,264.7519649740615,700.0,190,0,-0.1514418952650205,-1.0047205678924387,0.15467770121446364,0.37741976877093514,-0.18548465947960346,8743510116
CUST-009649,2025-08-01,28.0,38147.0061063146,16534.536416142353,26.0,,,18.644185638287524,408.0635444982211,Qazvin,west,web,ios,M227-C85,basic,fashion,ad,,MCH-491749,SKU-771524,ok,1,0.26388639208118075,0,0.2723522076364763,,400.0,105,500,-0.9042611973324475,-1.7250649151709414,0.4775797568152239,-0.1007013965261324,-0.01568711343453227,5568374537
CUST-003707,2022-09-18,28.0,39238.269387608096,23280.46539544758,22.0,21.0,107.73671752688206,17.060799280469965,687.9890997163117,Mashhad,east,branch,android,M712-C95,basic,food,organic,17099,MCH-615296,SKU-181516,vip,0,0.23923472731711146,0,0.8993066614518025,2313.2305934924566,650.0,260,0,-0.0885345220430658,-0.8901749965492826,-0.40696377270095624,2.115208567831171,0.018869259839544836,7827233002
CUST-009052,2024-05-04,60.0,15000.0,-5000.0,30.0,22.0,6.679387616559526,11.612887595221151,635.3575767684998,Isfahan,west,branch,windows,,basic,electronics,referral,11943,MCH-567881,SKU-398627,ok,0,0.0,0,0.18459234722376214,160.70050484962064,600.0,152,0,-0.2968741069249263,-1.7393712920072706,0.678310663100495,0.6860208360803887,0.6202691168214076,8610642627
CUST-008763,2024-01-24,44.0,15000.0,,23.0,13.0,59.0439724772774,5.049846880220948,590.6513750355018,Karaj,north,None,windows,M660-Z61,basic,health,organic,69414,MCH-999515,SKU-186981,coupon applied,0,0.04490633519516085,0,0.28624046923139557,731.2720887833331,550.0,257,0,0.18749213919131313,0.16364539987744892,0.3345048468023566,0.46401060743886235,-1.1421368882873442,8410464998
CUST-002448,2021-10-04,33.0,21233.708002464653,4228.474248218489,32.0,20.0,63.84830895131741,7.781515985851108,,Qazvin,west,web,macos,M881-X13,basic,None,ad,15666,MCH-886778,SKU-243978,manual review,0,0.0849252156318008,0,-0.26324307558831017,1314.998037321762,,248,0,0.3678381373879686,-0.5369407451460192,0.2912799057453585,0.7241283783148809,-0.13377530236949378,5813552731
CUST-006769,2025-11-21,27.0,33052.37820870042,16247.032417997425,27.0,26.0,93.5515294087596,15.638059330753233,,Kermanshah,west,web,windows,M553-Z89,gold,home,ad,44926,MCH-143781,SKU-840148,ok,0,0.2376222088570334,0,0.6087045171348082,2592.0684821171353,,187,0,1.6280459696537881,-0.008136645847275716,0.6822829288327489,0.9002259073892959,0.8730802722267805,2800248279
CUST-004404,2022-02-18,26.0,32771.13051984627,25142.838146856273,,21.0,,21.28420637651566,595.9535361592559,Sari,west,web,other,M146-X86,basic,food,affiliate,27748,MCH-106945,SKU-114689,high value,0,0.1989374061286,0,1.2809282715984145,,550.0,167,0,0.6112959963097468,-0.8690722938939321,-0.7715159599442726,0.7794287113280711,-1.869748412854698,6331041162
CUST-003051,2025-07-19,24.0,40352.92287723383,-1223.4702087977366,25.0,20.0,,1.6071507221828845,627.2348318630548,Qazvin,central,web,android,M385-Z86,silver,fashion,organic,14298,MCH-893292,SKU-318408,coupon applied,0,0.22594211930042468,0,1.4012051017144609,,600.0,164,0,-1.525192773343224,1.772175997779384,-0.040609663766149565,0.8345418414340984,-0.3693528393010898,4389395386
CUST-002883,2025-08-27,24.0,15000.0,,25.0,14.0,86.71881664414279,22.367749601909697,690.1996026685923,Tehran,central,mobile,windows,M228-B21,basic,food,organic,96593,MCH-446904,SKU-702343,ok,0,0.13539845584789095,0,0.19196294088166965,1318.15969954479,650.0,112,0,-0.1880739402811086,-0.15430993361225964,0.2574057557023827,2.0113519931968202,-0.672644793294042,1527649576
CUST-004399,2025-07-19,34.0,41618.39530426043,7514.614836126265,,20.0,48.37984813966431,28.393846072602305,644.6392242445347,Karaj,central,mobile,android,M690-Z97,silver,electronics,organic,16739,MCH-724088,SKU-448004,ok,0,0.1244684849985305,0,0.782451781112545,906.4791942175215,600.0,200,101,0.3786483913597657,1.4013094548184883,-1.2871921910500723,-1.864414132017204,-0.6305667189398708,6822946122
CUST-001510,2025-01-30,42.0,46310.93297273019,6040.490048308547,,23.0,131.13275888509128,6.686026163907766,523.9022387374829,Yazd,east,web,android,M166-A14,basic,automotive,event,74809,MCH-743218,SKU-627279,late payment,0,0.21130680722689435,0,1.683533655042618,3253.5225734757473,500.0,219,0,-1.343867830885362,-2.349961438758894,-0.9790738501009751,0.7845200935103477,0.8726490712826102,5219926767
CUST-005360,2025-05-20,43.0,64992.34742073642,7757.622766185259,20.0,20.0,,15.289304210935523,687.7571027841518,Shiraz,central,mobile,windows,M979-Z18,basic,luxury,event,98745,MCH-394305,SKU-369315,ok,0,0.3229086242866316,0,1.3097181997227938,,650.0,139,0,-0.46216687129156625,-2.0292553815809797,-0.3380528575766184,0.8229437358310389,-0.351069476317758,7591195043
CUST-003335,2025-01-20,38.0,81814.07374263846,4084.912202509776,32.0,14.0,70.86278058308206,6.259895806583256,682.2817244511099,Isfahan,north,web,macos,M874-C79,basic,luxury,ad,86112,MCH-890101,SKU-579620,late payment,0,0.2284555104776278,0,2.2186499126085586,1038.0422020634192,650.0,164,205,0.5331417769816715,-0.1620540211951058,-0.5559106986136197,-0.943950303399421,-0.06303905949342307,3502055585
CUST-000097,2021-02-17,39.0,89508.89121651746,28714.618613355917,26.0,14.0,42.00030522102532,0.6285070499216068,740.7216588409816,Karaj,None,mobile,ios,M695-A39,basic,grocery,ad,13053,MCH-220131,SKU-675399,ok,0,0.3826833342713849,0,1.9068489264967634,553.9706048638935,700.0,137,205,-1.1905024498219985,0.7837518783753424,0.04263901858448166,-0.028378156264024807,0.03046004304207979,8466437011
CUST-000736,2022-08-23,46.0,50933.96443217095,19282.368868054633,,22.0,117.04179946641244,3.4574095268808906,686.5011272473548,Tehran,south,None,windows,M776-A51,basic,food,referral,11695,MCH-370387,SKU-309330,verified,1,0.14170806832282432,0,0.43438404471876046,2732.638534079883,650.0,136,101,0.22816307521511311,-0.5624759259103443,1.574457736470085,2.9458357800871644,0.2951210152780926,3683627207
CUST-002725,2022-08-23,41.0,36195.95956759618,14851.215745621386,,17.0,,10.170167044880616,646.3422131146281,Ahvaz,west,mobile,android,M791-A59,None,education,referral,86019,MCH-270512,SKU-648548,,0,0.24316024266851557,0,1.1657033225331257,,600.0,144,0,0.4044689477684094,1.047204043475785,0.6461104554712697,-0.4883943166523668,0.5819596004407639,1374903170
CUST-004950,2021-09-11,50.0,38782.62253448419,11161.371482250648,20.0,20.0,178.18502178446863,10.752194751289595,814.0157702293404,Shiraz,central,mobile,linux,M616-A19,gold,gaming,ad,23312,MCH-925156,SKU-237726,vip,0,0.16618983317386507,0,1.784697056227722,3620.5282235206478,800.0,122,0,0.09010190015535813,-0.30839680531837393,0.5879078503866026,-1.1344777900653886,-0.782353936238141,8568198685
CUST-004694,2022-07-11,19.0,,9814.546059651222,23.0,24.0,28.12368613481801,2.1906198904181866,760.8494389093146,Isfahan,west,branch,ios,M949-A54,None,home,event,77837,MCH-611402,SKU-145449,verified,0,0.24429095366495018,0,,659.9127461494832,750.0,266,0,-0.6578673793686697,0.7925131338550672,0.6286776955057638,-1.8244911075195125,1.6619691706698103,7625962530
CUST-000108,2022-08-29,25.0,61972.71078470416,,28.0,23.0,43.27595600274663,8.852000077520431,823.1177471416187,Tehran,south,call_center,android,M370-A87,silver,food,organic,21165,MCH-194877,SKU-851834,verified,0,0.14810927143864283,0,0.7275574515765783,1087.2383056175395,800.0,285,404,0.4787171458584022,-1.055904778669585,1.1841187177969215,-0.21762595195855453,-1.1041141696136378,7238295593
CUST-006245,2021-08-19,43.0,40298.976067456795,28967.003376672536,34.0,17.0,,14.143634813605198,740.9570793339059,Mashhad,south,branch,linux,M439-Z85,basic,grocery,referral,30621,MCH-719152,SKU-223433,suspicious pattern,0,0.2892689660156208,0,0.7605111614353256,,700.0,273,0,0.680048211572638,-0.8055699813184304,-0.9078230424431432,-0.8253251327746334,-1.1742786384719253,5795718885
CUST-007963,2021-05-15,51.0,25909.65487025773,13755.189884403158,25.0,19.0,114.51492912614201,5.3278172078615125,615.6244027386173,Qazvin,central,call_center,ios,M486-B75,basic,food,organic,76329,MCH-383186,SKU-909803,verified,0,0.17868062215263447,0,0.7707319436249283,1970.5702472937774,600.0,197,205,-1.4154850528660574,0.9103676108834899,-1.0124108610050657,0.33807972497869104,1.1768850859719546,4384407616
CUST-006674,2024-12-20,38.0,18791.654503124646,-5000.0,33.0,19.0,58.846817684953095,6.093124494119686,639.1047259117852,Tehran,south,mobile,android,M664-X10,None,grocery,ad,91871,MCH-490487,SKU-388711,verified,0,0.26176018668708967,1,0.14959449677211561,1107.493761428936,600.0,136,0,-0.41519701386602215,-1.2647274866518532,-0.06467718293245026,-0.2214391983111414,0.4890657929222497,2444574714
CUST-002520,2022-01-11,34.0,24348.045943978363,6155.10635874983,27.0,11.0,141.8853010447613,61.95404868391043,,mashhad,east,call_center,android,M543-A48,silver,health,referral,30503,MCH-591884,SKU-885631,,0,0.40568362304568306,0,0.2055878506729057,1525.0294027128855,,205,0,-0.017413745995514887,-0.9996455879058469,-0.059768695972953714,-0.32190410997062274,1.4620610484654901,6438568056
CUST-009425,2021-08-08,47.0,27796.43001564971,3278.3897603343594,,16.0,43.741028323212134,8.62693119260483,652.1812314064257,mashhad,south,web,android,M627-Z26,basic,grocery,ad,30142,MCH-305946,SKU-477102,verified,0,0.44876881979989663,0,0.3830509472627894,737.455935407159,650.0,130,0,0.39315434747587363,-0.06282402021065857,-0.9306960068290978,0.31270981622321276,0.7420669369874688,8269134732
CUST-003474,2023-04-25,29.0,,-5000.0,32.0,26.0,41.31146214721046,21.394428560451473,671.2634861447277,Kerman,south,mobile,macos,,None,fashion,organic,25325,MCH-335947,SKU-284601,vip,0,0.23900094136090355,0,,1065.9318671263113,650.0,288,0,0.41976998832429213,0.21723642432830872,-0.5556457511211307,-0.06577296289084512,-0.037496143934845225,5221659142
CUST-004900,2023-03-10,,,,24.0,23.0,196.43596226593152,8.646604067824628,770.8397566086542,Tehran,east,mobile,android,M868-A52,None,grocery,event,50246,MCH-283580,SKU-788065,high value,0,0.1795907183983769,0,,4895.734278101306,750.0,168,205,-1.2702884797987741,1.0466703897086604,-0.6524103781787286,-0.567274610723806,1.1220802444773466,7121901680
CUST-009479,2023-12-16,-5.0,33135.06184333078,9586.147619215795,34.0,22.0,28.126523878530634,15.585067025293059,568.4093396101733,Sari,west,branch,android,M956-Z67,silver,gaming,None,51887,MCH-846504,SKU-768516,,0,0.09995584189556367,0,0.6022371732938409,661.0515968488606,550.0,258,500,-1.0559292013794306,0.9396605201075539,0.6536676457037025,1.1270974133023866,-0.29303584898794555,4922117535
CUST-008175,2023-02-21,45.0,22559.856837683343,,37.0,16.0,7.8656198169927,22.469611361224295,697.0877886673686,Arak,east,mobile,other,M649-Z83,basic,food,organic,18070,MCH-523216,SKU-298786,coupon applied,0,0.25019438748570094,0,1.403381268209283,116.38935546518856,650.0,295,0,1.096729989740044,0.0988780754562881,-0.9942708436622281,0.73782572616154,0.23566432246036897,4282039754
CUST-001594,2022-02-12,25.0,15000.0,-5000.0,27.0,25.0,192.8608318890346,6.505311525701683,711.0107466293243,Rasht,north,web,android,M208-Z43,basic,automotive,affiliate,28301,MCH-265357,SKU-274686,,0,0.10357479385919066,0,0.26114626138315905,4727.686624687184,700.0,100,0,-0.6330506786226988,-0.0842058430586593,-1.0367328787733023,-1.3223795805928913,-0.0012604096471058644,3121595819
CUST-004798,2024-11-13,,20015.292775963837,5930.063989897417,27.0,13.0,42.247877669536415,12.381160181080366,674.16732966978,Ahvaz,south,web,macos,M147-C34,silver,electronics,ad,79277,MCH-700158,SKU-223540,verified,0,0.4796801072267809,0,0.42138976906715514,587.8867749672938,650.0,156,500,-1.912127114146487,0.23839229433919545,-3.445973322870011,-1.3103446770446023,-0.0071162170237368105,4660790691
CUST-000417,2023-08-30,32.0,,-5000.0,30.0,22.0,33.594287283422794,42.74366757806109,584.1318595040814,Sari,south,mobile,macos,M630-C88,silver,grocery,referral,73232,MCH-999175,SKU-563213,,0,0.08726230643324401,0,,703.306923313765,550.0,115,0,0.8786725154917104,-1.171287060355053,-1.4656843070113779,-0.3032341358601562,1.3934774202412121,3458709484
CUST-007926,2024-09-12,23.0,,17122.883814958073,25.0,15.0,86.1852428768582,24.304051265772298,675.7379262006332,Qom,north,mobile,android,M394-X87,gold,fashion,organic,44671,MCH-293544,SKU-264587,manual review,0,0.19998757129405217,0,,1222.2135834712803,650.0,220,500,-1.4678337069482883,0.5588628244674124,3.043392448501566,-0.6642594184834981,0.38496548137841,8689091520
CUST-005728,2022-09-16,41.0,19984.418112499865,17664.183935191155,43.0,19.0,49.4367792084868,,583.9749948072453,Tehran,north,mobile,android,M619-A28,basic,education,organic,11473,MCH-379894,SKU-884076,chargeback,1,0.06735266790421249,0,0.20982782004507367,922.2945001990468,550.0,117,0,-0.7693851410689508,0.3836977356268559,-0.5998248824564886,-1.0642659236083758,0.6120129179526133,1258288400
CUST-002271,2024-09-11,41.0,86945.9306076949,10791.687276701572,22.0,15.0,235.25023947854137,11.233151738390385,,Isfahan,east,branch,windows,M390-Z69,basic,health,None,81125,MCH-283461,SKU-129370,vip,0,0.04755994529299465,0,2.490580225888091,3660.244179586597,,147,101,-0.874263188404654,-0.3304833831019581,-0.7408723575140385,1.120832225598962,-0.9061621334762306,4634774360
CUST-008636,2022-02-02,35.0,15000.0,-5000.0,33.0,13.0,127.68537981136882,41.66108790391272,761.3146264568959,Yazd,west,mobile,android,M603-X54,basic,grocery,referral,63214,MCH-777454,SKU-341276,new device,0,0.41669014519112213,0,0.2972693278061943,1751.7800567689417,750.0,288,101,-0.880809905865418,-2.1256333686602873,-0.1443036331942735,1.9922684506993737,-2.403073828078491,2593914582
CUST-000648,2022-01-23,18.0,26076.339774391316,8853.55246610918,22.0,,100.84668244052766,11.024696858770024,701.0666192402871,Mashhad,west,web,macos,M222-Z57,basic,health,event,56383,MCH-108387,SKU-864986,verified,0,0.20187711421630833,0,0.7047252624290162,,700.0,137,0,-0.06379256836582467,-0.6489194155494046,0.6273595707473238,1.0932133174324417,-0.7419315407785553,6124839572
CUST-006965,2025-01-22,43.0,27191.307048565486,-5000.0,28.0,30.0,197.80156631749014,14.668267786630045,643.8513589343177,Mashhad,north,mobile,android,M666-C92,basic,fashion,referral,,MCH-123182,SKU-602995,manual review,0,0.2887462541599889,0,0.3953274167347724,6468.162369215839,600.0,180,0,-0.8179235363186746,-1.936523056873817,0.018008036753781778,-0.1024830601338238,-0.7224704786578067,6638792970
CUST-008658,2023-08-02,,25094.70233665855,-5000.0,25.0,18.0,40.21091381492423,1.3998477675388177,710.5905472404016,Arak,east,web,windows,M905-Z47,silver,food,referral,,MCH-203259,SKU-880863,new device,0,0.23838012744773013,0,0.4892859704276348,693.3945011548539,700.0,113,404,-0.9208780354125827,-1.5903064094297055,-0.7586335044676538,0.7827693535709458,-0.24927158336386881,3128844440
CUST-005770,2022-08-26,22.0,,16933.98619262351,31.0,16.0,20.26279605558336,3.970287249012015,707.680997706593,Isfahan,west,call_center,macos,M801-A98,gold,education,referral,90075,MCH-151466,SKU-846131,late payment,0,0.11795595936458601,0,,352.1327012509909,700.0,178,101,1.0822926260474022,1.3615696849894556,0.2047715951784291,-1.8327318738428517,-0.4467920906110928,8435239794
CUST-007876,2025-07-02,37.0,48682.897150509045,-5000.0,24.0,13.0,34.123083536203794,10.37027389427461,758.8929992501238,Kerman,east,mobile,android,M754-A79,basic,education,organic,18793,MCH-141087,SKU-574744,vip,0,0.13926412479489306,0,1.4999386456777444,415.86589310655063,750.0,128,101,1.2897104800963806,0.14489157179708925,0.1834328898289293,1.7060549879274896,-0.41039684000756843,4492249710
CUST-003133,2021-08-18,33.0,15000.0,,,7.0,57.12366029704958,0.27478408537286747,640.1573834734372,Mashhad,east,web,linux,M889-X67,silver,home,referral,83720,MCH-253463,SKU-735406,verified,0,0.11276871030279476,0,0.6474635924855495,377.7956723838975,600.0,116,404,-0.6891433057956715,0.3245077018394552,-0.8422621487635675,0.16439641596461516,-0.5291124883200331,4712836248
